clauseId:ID(Clause),text,clauseNumber,:LABEL
cl_pol_allianz(agcs)_63eaac4d_da29e785,1. debt offerings anywhere in the world; or 2. equity offerings outside the United States of America where the total value of such placement or offering is equal or lower than the sum shown in the Schedule as the Offering of Securities Threshold.,,Clause
cl_pol_allianz(agcs)_63eaac4d_02ce8a24,"Following a management buy-out of any Subsidiary and upon written instruction from the Policyholder prior to such event, this policy shall continue to provide cover for Wrongful Acts committed within the Policy Period by former Insureds of such former Subsidiary during a period of 45 days after the effective date of such management buy-out.",,Clause
cl_pol_allianz(agcs)_63eaac4d_3f1d7251,"In the event that this policy is neither renewed nor replaced with directors and officers or management liability cover, then the Policyholder shall have the right to a Discovery Period of:",,Clause
cl_pol_allianz(agcs)_63eaac4d_ab54fe30,"1. 60 days automatically and at no additional premium; or 2. 12 months at an additional premium as stated in the relevant section of the Schedule as a percentage of the full annual premium applicable at the expiry date of the policy, provided that the Policyholder pays the additional premium required to the Insurer within 30 days of the expiry date of the Policy Period.",,Clause
cl_pol_allianz(agcs)_63eaac4d_355d7c05,There shall be no right to a Discovery Period in the event of a Change of Control or where the Insurer has declined to renew this policy due to non-payment of premium.,,Clause
cl_pol_allianz(agcs)_63eaac4d_0d0ae93d,"While this policy does not offer the right to a Discovery Period if there is a Change of Control, the Insurer may, at its sole discretion, quote for a run-off Discovery Period of up to 72 months upon the written request of the Policyholder.",,Clause
cl_pol_allianz(agcs)_63eaac4d_33044858,AGCS Financial Lines,,Clause
cl_pol_allianz(agcs)_63eaac4d_1878c625,Page 4 of 23,,Clause
cl_pol_allianz(agcs)_63eaac4d_9c8cc07f,Directors’ & Officers’ Liability,,Clause
cl_pol_allianz(agcs)_63eaac4d_bd7617d5,D&O 04-2016,,Clause
cl_pol_allianz(agcs)_63eaac4d_9798765b,AGCS D&O PROTECT 082015 ---,,Clause
cl_pol_allianz(agcs)_63eaac4d_7747e3b5,"considering such request, the Insurer shall be entitled to underwrite the exposure and to extend an offer on whatever terms and conditions the Insurer deems appropriate.",,Clause
cl_pol_allianz(agcs)_63eaac4d_87020de0,The Insurer shall pay to or on behalf of a Past Insured:,,Clause
cl_pol_allianz(agcs)_63eaac4d_c13bcbca,"1. any Loss arising from any Claim first made against such Past Insured following the expiry date of the Policy Period for a Wrongful Act committed before the date that they became a Past Insured; or 2. any Investigation Costs in connection with any Investigation first commenced against such Past Insured following the expiry date of the Policy Period for matters that occurred before the date that they became a Past Insured,",,Clause
cl_pol_allianz(agcs)_63eaac4d_f444729d,"- a) such matters are notified to the Insurer as soon as practicable; - b) this policy is not renewed or replaced with any other policy affording directors and officers or management liability cover to such Past Insureds or where this policy is renewed or replaced with a policy which does not provide at least 6 years run-off cover for Past Insureds; - c) a Discovery Period is not invoked; - d) a Change of Control has not taken place; and, - e) External Administrator's appointment has not taken place.",,Clause
cl_pol_allianz(agcs)_63eaac4d_b4c1a821,"With respect solely to any Claim or Investigation brought and maintained against a natural person Insured that is located in an International Jurisdiction, the Insurer shall apply to such Claim or Investigation the terms of the International Policy of such jurisdiction if it offers more favourable coverage solely in respect of the terms specifically addressing the Covers, Cover Extensions, Definitions and Exclusions in the respective sections of the International Policy. This extension does not apply to limits, sublimits, deductibles, geographical scope, sanction clauses or clauses regarding the time-scope of cover including any local legal interpretation thereof. Notwithstanding the above, any specific coverage or exclusion endorsement to this policy shall apply irrespective of the terms of the International Policy.",,Clause
cl_pol_allianz(agcs)_63eaac4d_ce6b93ce,"means any natural person to whom the Financial Conduct Authority (or predecessor or successor regulator) or the Prudential Regulation Authority (or predecessor or successor regulator) has given its approval, pursuant to Part V of the Financial Services and Markets Act 2000 (or any re-enactment thereof), to perform for any Company one or more of those controlled functions which were or are designated as “significant influence functions”, or the equivalent of any such position in any other jurisdiction.",,Clause
cl_pol_allianz(agcs)_63eaac4d_10955efc,"means any proceedings against an Insured first commenced during the Policy Period by any governmental, regulatory or judicial agency seeking:",,Clause
cl_pol_allianz(agcs)_63eaac4d_838da926,"1. to disqualify an Insured from holding office as a director or officer; 2. confiscation, assumption of ownership and control, suspension or freezing of rights of ownership of real property or personal assets of an Insured; 3. a charge over real property or personal assets of the Insured; 4. a temporary or permanent prohibition on an Insured from holding office of or performing the function of a director or officer; 5. a restriction of such Insured’s liberty to a specific domestic residence or an official detention; or",,Clause
cl_pol_allianz(agcs)_63eaac4d_f0798788,AGCS Financial Lines Page 5 of 23 Directors’ & Officers’ Liability D&O 04-2016 AGCS D&O PROTECT 082015 ---,,Clause
cl_pol_allianz(agcs)_63eaac4d_bd31ce58,1. the Policyholder's merger with or consolidation into any other company; 2. a management buy out; 3. the sale of all or the majority of the Policyholder's assets to any person or company acting alone or in concert; 4. any person or company acting alone or in concert: 1. acquiring ownership or control or assuming control pursuant to written agreement with other shareholders of more than 50% of the voting rights in the Policyholder and/or more than 50% of the outstanding Securities representing the present right to vote for the election of the board of directors of the Policyholder and / or assuming the right to appoint or remove the majority of the board of directors (or equivalent position) of the Policyholder; or 2. acquiring the right to receive 50% or more of the income of the Policyholder on a distribution by a company of all its income or a majority of its assets on a winding-up.,,Clause
cl_pol_allianz(agcs)_63eaac4d_4d0304e9,"1. written demand against an Insured for a Wrongful Act; 2. civil or criminal proceedings (including but not limited to any Asset and Liberty Proceedings, Confiscation Order or Extradition Proceedings) against an Insured for a Wrongful Act; 3. formal administrative proceedings or Investigation concerning the Wrongful Act of an Insured; or 4. Securities Claim, first made or commenced during the Policy Period or the Discovery Period (if applicable).",,Clause
cl_pol_allianz(agcs)_63eaac4d_b3f1ee93,"Only for the purposes of Sections 2.5, Claim shall also mean Company Crisis Event, Cyber Event and Investigation (prior to the identification of a Wrongful Act).",,Clause
cl_pol_allianz(agcs)_63eaac4d_5e7638c2,AGCS Financial Lines Page 6 of 23 Directors’ & Officers’ Liability D&O 04-2016 AGCS D&O PROTECT 082015 ---,,Clause
cl_pol_allianz(agcs)_63eaac4d_41f4b4cd,means the Policyholder or any Subsidiary thereof.,,Clause
cl_pol_allianz(agcs)_63eaac4d_9b378433,"means an event first occurring during the Policy Period which, in the reasonable opinion of the Chief Executive Officer, or acting Chief Executive Officer, of the Policyholder has the potential to cause an imminent decrease of greater than thirty percent (30%) of the consolidated annual revenues of any Company if left unmanaged. Company Crisis Event does not include an industry-wide event that affects a number of entities in that industry, rather than the Company specifically.",,Clause
cl_pol_allianz(agcs)_63eaac4d_7246a8ad,"means an order of confiscation, assumption of ownership and control, suspension or freezing of rights of ownership of real property or personal assets of any Insured in connection with an Asset and Liberty Proceeding or an Extradition Proceeding.",,Clause
cl_pol_allianz(agcs)_63eaac4d_a7da335f,means the date specified as such in the Schedule.,,Clause
cl_pol_allianz(agcs)_63eaac4d_d39e696a,"means any one of the panel companies as specified in the Schedule which is selected and appointed by the Policyholder. Alternatively, the Policyholder may, with the prior written consent of the Insurer, select and appoint any other company.",,Clause
cl_pol_allianz(agcs)_63eaac4d_c5810587,"1. any actual or alleged unauthorised disclosure by the Insured or the Company of any natural person´s personal data or any unauthorised access or use of any natural person´s personal data stored in a Computer System which is Owned by the Company; or 2. any intrusion into the Computer System Owned by the Company, or from that Computer System to a third party´s Computer System, occurs that is designed to modify, alter, damage, destroy, delete, record or transmit information without authorization, including any denial of service attack, which first occurs during the Policy Period.",,Clause
cl_pol_allianz(agcs)_63eaac4d_20e24fc1,"“Unauthorised” in the context of this definition means being in breach of any law or regulation regulating the processing of personal information, including the Cap 486 Personal Data (Privacy) Ordinance (or any re-enactment thereof or the equivalent legislation in any other jurisdiction).",,Clause
cl_pol_allianz(agcs)_63eaac4d_dbb319c7,"“Computer System” in the context of this definition means a computer and all input, output, processing, storage, intranets and communication facilities including related communication or open systems networks and extranets which are connected directly or indirectly to such a device.",,Clause
cl_pol_allianz(agcs)_63eaac4d_59847db4,“Owned by the Company” in the context of this definition also includes leased or operated by or exclusively and securely made available to the Company.,,Clause
cl_pol_allianz(agcs)_63eaac4d_924f2b45,means the amount specified as such in the Schedule.,,Clause
cl_pol_allianz(agcs)_63eaac4d_9f7e79f7,AGCS Financial Lines,,Clause
cl_pol_allianz(agcs)_63eaac4d_b7b45c3f,Page 7 of 23,,Clause
cl_pol_allianz(agcs)_63eaac4d_a79dbc9f,Directors’ & Officers’ Liability,,Clause
cl_pol_allianz(agcs)_63eaac4d_145a6e7e,D&O 04-2016,,Clause
cl_pol_allianz(agcs)_63eaac4d_fc4e9e59,AGCS D&O PROTECT 082015 ---,,Clause
cl_pol_allianz(agcs)_63eaac4d_1ec7742d,"1. all reasonable fees, costs, charges and legal expenses (including disbursements) incurred by or on behalf of the Insured in the investigation, defence or settlement of a Claim and appeal thereof; 2. the reasonable premium for a financial instrument (including but not limited to a bond), but not collateral for the instrument, that guarantees for a period not exceeding 12 months the Insured’s contingent obligation for a specified amount if required by a court with respect to a Claim,",,Clause
cl_pol_allianz(agcs)_63eaac4d_cb1db989,provided these Defence Costs are incurred with the prior written consent of the Insurer.,,Clause
cl_pol_allianz(agcs)_63eaac4d_6c6240e3,"Defence Costs shall not include remuneration, time, expenses or any other associated benefit or overhead of any Insured or any Company.",,Clause
cl_pol_allianz(agcs)_63eaac4d_4ce00591,"means the period (as set out in Extension 3.4, Discovery Period) commencing immediately after the expiry date of the Policy Period, during which written notice may be given to the Insurer of a Claim first made or an Investigation first commenced during such period or the Policy Period for a Wrongful Act, conduct or matter that occurred prior to the expiry date of the Policy Period.",,Clause
cl_pol_allianz(agcs)_63eaac4d_87c2abaf,"means any natural person admitted to practice law who is, has been or during the Policy Period becomes engaged under a contract of employment with the Company as a lawyer to provide Legal Services to the Company, but only while acting in his capacity as such.",,Clause
cl_pol_allianz(agcs)_63eaac4d_cf5b0bf9,"means any amount payable pursuant to or in relation to an employment contract, to which the Employee was or would have been entitled as an Employee had the Company provided continuity, reinstatement or commencement of employment for that Employee.",,Clause
cl_pol_allianz(agcs)_63eaac4d_b0964893,"means any actual or alleged violation of employment law or regulation or any other legal provision relating to the past, present or future employment of an individual with the Company.",,Clause
cl_pol_allianz(agcs)_63eaac4d_c21d94f0,"means any externally appointed trustee, receiver, receiver and manager, liquidator, administrator, mortgagee in possession or the like or any employees of such person.",,Clause
cl_pol_allianz(agcs)_63eaac4d_b14ffa78,"means proceedings first commenced against the Insured during the Policy Period following a request for deportation, extradition or arrest warrant (including an appeal or separate proceedings to overturn an extradition order).",,Clause
cl_pol_allianz(agcs)_63eaac4d_5dff2f31,"1. any natural person who was, is or during the Policy Period becomes:",,Clause
cl_pol_allianz(agcs)_63eaac4d_561e9d70,AGCS Financial Lines,,Clause
cl_pol_allianz(agcs)_63eaac4d_b67f5c56,Page 8 of 23,,Clause
cl_pol_allianz(agcs)_63eaac4d_fd2b0387,Directors’ & Officers’ Liability,,Clause
cl_pol_allianz(agcs)_63eaac4d_688f8417,D&O 04-2016,,Clause
cl_pol_allianz(agcs)_63eaac4d_cb6d1b3e,AGCS D&O PROTECT 082015 ---,,Clause
cl_pol_allianz(agcs)_63eaac4d_00e823bb,"a) a director, officer, Non-executive Director or de facto director of any Company or any Approved Person or the equivalent in any other jurisdiction;",,Clause
cl_pol_allianz(agcs)_63eaac4d_04fc8cd6,"b) any proxy of any natural person Insured mentioned under a) above, but only to the extent they are acting within such function;",,Clause
cl_pol_allianz(agcs)_63eaac4d_10857a9d,"c) a director, officer or employee of any Company and who by virtue of such position is a Shadow Director or equivalent position as defined in section 2 of the Companies Ordinance 2012, (or any re-enactment thereof or the equivalent legislation in any other jurisdiction) of a legal entity, that is not a Company;",,Clause
cl_pol_allianz(agcs)_63eaac4d_b7f15ee2,d) any Outside Entity Director;,,Clause
cl_pol_allianz(agcs)_63eaac4d_c69b4eaf,"e) a director, officer or employee of any Company who is a compliance committee member appointed by a Company;",,Clause
cl_pol_allianz(agcs)_63eaac4d_0fc40f65,"f) a prospective director or officer in any listing particulars, prospectus, circular or similar document issued by any Company;",,Clause
cl_pol_allianz(agcs)_63eaac4d_0caffe1b,g) an employee of any Company:,,Clause
cl_pol_allianz(agcs)_63eaac4d_a8acf414,- (i) whilst acting in a managerial or supervisory capacity for a Company; - (ii) whilst acting as an employee attorney of a Company who must comply with Section 307 Sarbanes-Oxley; - (iii) whilst acting as money laundering officer for a Company; or - (iv) whilst acting as health and safety officer for a Company;,,Clause
cl_pol_allianz(agcs)_63eaac4d_c8e75aff,h) an employee of any Company to the extent that such employee is:,,Clause
cl_pol_allianz(agcs)_63eaac4d_0b0cdb53,- (i) named as a defendant in connection with an Employment Practice Wrongful Act; or - (ii) named as a defendant in connection with a Securities Claim; or - (iii) joined as a party to any action against any person defined in a) to f) above.,,Clause
cl_pol_allianz(agcs)_63eaac4d_442c1b5e,Insured shall also include:,,Clause
cl_pol_allianz(agcs)_63eaac4d_cb2f2607,"- i) a Trustee - j) the lawful spouse or civil or domestic partner of any person set out in a) to i) arising out of a Wrongful Act of such person and where recovery is sought solely because joint property is held or owned by or on behalf of the spouse or civil or domestic partner; and - k) legal representatives, heirs, assigns or estates of any person set out in a) to h) above in the event of their death, incapacity, insolvency or bankruptcy where recovery is sought solely because of a Wrongful Act of such person.",,Clause
cl_pol_allianz(agcs)_63eaac4d_bb6860b3,"2. solely with respect to cover provided under Insuring Clause 1.3 (Securities Claim), and under Extension 2.2 (Shareholder Claims Costs), Extension 2.5 (Reputational Crisis Costs) and Extension 2.10 (K&R Cost Cover) also the Company; and",,Clause
cl_pol_allianz(agcs)_63eaac4d_579cc8f9,"3. a legal entity which was, is, or shall be a director or officer of the Company, but only to the extent such entity is jointly and severally liable with the natural person duly named as its representative.",,Clause
cl_pol_allianz(agcs)_63eaac4d_3c81d988,Insured shall not include insolvency practitioners or external auditors.,,Clause
cl_pol_allianz(agcs)_63eaac4d_967bcc34,AGCS Financial Lines,,Clause
cl_pol_allianz(agcs)_63eaac4d_9215fe38,Page 9 of 23,,Clause
cl_pol_allianz(agcs)_63eaac4d_0d67ab5a,Directors’ & Officers’ Liability,,Clause
cl_pol_allianz(agcs)_63eaac4d_c8df51e4,D&O 04-2016,,Clause
cl_pol_allianz(agcs)_63eaac4d_e364e309,AGCS D&O PROTECT 082015 ---,,Clause
cl_pol_allianz(agcs)_63eaac4d_884a9e30,(incorporated in the Federal Republic of Germany with limited liabilities),,Clause
cl_pol_allianz(agcs)_63eaac4d_90fe09ad,means Allianz Global Corporate & Specialty SE Hong Kong Branch.,,Clause
cl_pol_allianz(agcs)_63eaac4d_886ec1d7,"means an internal investigation or enquiry first commenced during the Policy Period or the Discovery Period (if applicable) by or on behalf of the Company or an Outside Entity into the affairs of a Company, an Outside Entity, or a natural person Insured in its capacity as such:",,Clause
cl_pol_allianz(agcs)_63eaac4d_7de000d8,"1. in response to a direct regulatory, judicial or governmental request; 2. to assess whether a Self Report is required or advised or in preparation of or following a Self Report; or 3. as a result of a derivative demand by a shareholder of the Company.",,Clause
cl_pol_allianz(agcs)_63eaac4d_bd5e7580,A derivative demand in the context of this section means a written demand by a shareholder of a Company to the board of directors or to an equivalent management body of such Company to commence a civil action on behalf of the Company against an Insured for a Wrongful Act under Part 14 of the Companies Ordinance (Cap. 622) or a comparable written demand under any other jurisdiction with comparable legal consequences.,,Clause
cl_pol_allianz(agcs)_63eaac4d_1542fc26,means any jurisdiction other than the jurisdiction in which this Policy was issued other than those jurisdictions in which the Insurer is prohibited due to local regulations to provide D&O cover with this policy (“non-admitted-regulations”).,,Clause
cl_pol_allianz(agcs)_63eaac4d_698b3827,"means the Insurer´s or any other Allianz Global Corporate & Specialty entities´ most recent standard D&O policy in an International Jurisdiction existing at the inception date of this Policy. Where more than one such policy exists, then International Policy means:",,Clause
cl_pol_allianz(agcs)_63eaac4d_cd5021d0,"1. the most specific standard D&O policy for the respective Insured; and 2. if there is no more specific standard D&O policy for the Insured, the most recently registered (or approved by Allianz Global Corporate & Specialty where registration is not required), in that International Jurisdiction at the inception date of this Policy.",,Clause
cl_pol_allianz(agcs)_63eaac4d_16da7184,"International Policy shall not include any manuscript or bespoke policy, any broker form nor any blended product providing any other cover than Directors & Officers liability.",,Clause
cl_pol_allianz(agcs)_63eaac4d_9ae21840,means any of the following first made or commenced during the Policy Period or the Discovery Period (if applicable):,,Clause
cl_pol_allianz(agcs)_63eaac4d_f277fbd2,"1. any official hearing, investigation or inquiry by a governmental, regulatory or judicial agency involving the affairs of a Company, an Outside Entity or an Insured in their capacity as such; 2. any official hearing in connection with the investigation or enquiry into the affairs of the Company by any insolvency administrator or receiver, bankruptcy trustee or liquidator or the equivalent under any laws or jurisdiction; or 3. an Internal Investigation.",,Clause
cl_pol_allianz(agcs)_63eaac4d_3bcc9b50,An Investigation referred to in 4.24(1) or 4.24(2) above shall be deemed to be first made or commenced when the Insured first becomes aware of such Investigation.,,Clause
cl_pol_allianz(agcs)_63eaac4d_0d0bd3b4,"Investigation shall not include routine regulatory supervision, inspection or compliance reviews or any investigation which focuses on an industry rather than a Company, Outside Entity or Insured in their capacity as such.",,Clause
cl_pol_allianz(agcs)_63eaac4d_45036662,AGCS Financial Lines,,Clause
cl_pol_allianz(agcs)_63eaac4d_eef74caa,Page 10 of 23,,Clause
cl_pol_allianz(agcs)_63eaac4d_773e57da,Directors’ & Officers’ Liability,,Clause
cl_pol_allianz(agcs)_63eaac4d_2eb0f905,D&O 04-2016,,Clause
cl_pol_allianz(agcs)_63eaac4d_0f57bb75,AGCS D&O PROTECT 082015 ---,,Clause
cl_pol_allianz(agcs)_63eaac4d_1c44f84b,"means all reasonable fees, costs and legal expenses (except remuneration, time, expenses or any other associated benefit or overhead of any Insured and/or the costs or overheads of any Company) incurred by or on behalf of an Insured to protect their interests in connection with an Investigation, with the Insurer’s prior written consent which shall not be unreasonably withheld or delayed.",,Clause
cl_pol_allianz(agcs)_63eaac4d_28d63e14,means any person or entity appointed by the Company with the prior written consent of the Insurer to advise and respond to a Kidnap Event.,,Clause
cl_pol_allianz(agcs)_63eaac4d_44256666,"1. the seizing, detaining or carrying away of an Insured by force or fraud while such Insured is acting in the course of employment by a Company outside his country of residence, for the purpose of demanding ransom monies; or 2. any illegal holding under duress, for a period in excess of six hours, of an Insured, during its travel in the course of employment with a Company, on or in any aircraft, motor vehicle or waterborne vessel; or 3. the arbitrary or capricious confinement of an Insured, while acting in the course of his employment by a Company, by persons acting as agents of, or with the tacit approval of, any government or governmental entity, or acting or purporting to act on behalf of any insurgent party, organisation or group that first occurs during the Policy Period.",,Clause
cl_pol_allianz(agcs)_63eaac4d_0505a06c,A connected series of Kidnap Events will be considered one Kidnap Event.,,Clause
cl_pol_allianz(agcs)_63eaac4d_3ed53fbf,"means the reasonable fees, costs and expenses of the Kidnap Consultant incurred by the Company in response to any Kidnap Event anywhere in the world. Such fees and expenses shall include related costs for travel, accommodation, qualified interpretation, communication and legitimate and permissible payments to informants.",,Clause
cl_pol_allianz(agcs)_63eaac4d_f7168a79,"means the Employed Lawyer’s provision of legal services for or on behalf of the Company by contributing in his professional capacity to written statements incorporated in, forming part of, or delivered in connection with:",,Clause
cl_pol_allianz(agcs)_63eaac4d_f6a4b310,1. any report published by the Company to the public domain; 2. any filing by or on behalf of the Company with a recognized stock exchange; 3. any documentation issued by or on behalf of the Company in connection with an offer to sell or purchase Securities; 4. any documentation issued by or on behalf of the Company pursuant to or in connection with:,,Clause
cl_pol_allianz(agcs)_63eaac4d_e7b5f8b4,AGCS Financial Lines Page 11 of 23 Directors’ & Officers’ Liability D&O 04-2016 AGCS D&O PROTECT 082015 ---,,Clause
cl_pol_allianz(agcs)_63eaac4d_964413ec,any application by or on behalf of the Company for a permit or licence to carry on any activity or the renewal or variation of any such permit or licence.,,Clause
cl_pol_allianz(agcs)_63eaac4d_7dcc1753,means the amount specified as such in the Schedule.,,Clause
cl_pol_allianz(agcs)_63eaac4d_23585f33,means any:,,Clause
cl_pol_allianz(agcs)_63eaac4d_db4440d5,"1. amounts which the Insured is legally liable to pay as a result of a Claim (including settlements, awards of damages, awards of punitive and exemplary damages, pre and post- judgment interest on a covered judgment or award, or awards of costs); 2. Defence Costs; 3. Investigation Costs; 4. Reputational Crisis Costs; 5. any fees, costs, charges or legal expenses or other amounts the Insurer is liable to pay under this policy; or 6. civil fines and civil penalties, including those imposed in relation to Section 78ff (c) (2) (B) or Section 78dd – 2(g) (2) (B) of the Foreign Corrupt Practices Act, or similar legislation in any other jurisdiction.",,Clause
cl_pol_allianz(agcs)_63eaac4d_8669919d,"Enforceability of payment for punitive, exemplary and the multiplied portion of multiple damages shall be governed by the applicable law that most favours coverage for such damages.",,Clause
cl_pol_allianz(agcs)_63eaac4d_059f4a83,Loss shall not include:,,Clause
cl_pol_allianz(agcs)_63eaac4d_02158489,"1. a) criminal fines and criminal penalties; 2. b) remuneration or employment related benefits; 3. c) clean-up cost relating to hazardous materials, pollution or product effects; 4. d) any sum pursuant to a financial support direction or contribution notice by the Pensions Regulator; 5. e) taxes other than to the extent that personal liability of a director under Extension 2.3; 6. f) any amounts which are uninsurable under the law applicable to this policy or in the jurisdiction in which the Claim is brought other than in respect of amounts which are punitive, exemplary or the multiplied portion of multiple damages as specified above; 7. g) punitive or exemplary damages awarded for an Employment Practice Wrongful Act.",,Clause
cl_pol_allianz(agcs)_63eaac4d_11797bcc,"Notwithstanding paragraph (f) above, the Insurer shall not assert that, in a Securities Claim alleging violations of Section 11, 12 or 15 of the Securities Act of 1933 (US), the portion of any amounts incurred by an Insured which is attributable to such violation constitutes uninsurable loss and shall treat that portion of all settlements, judgments and Defence Costs as constituting Loss under this policy.",,Clause
cl_pol_allianz(agcs)_63eaac4d_e1801ab4,means any alleged or actual manslaughter or breach of the Occupational Safety and Health Ordinance (Cap 509) (or any re-enactment thereof or the equivalent legislation in any other jurisdiction).,,Clause
cl_pol_allianz(agcs)_63eaac4d_3cc6d4ed,means any natural person who prior or during the Policy Period serves as a non-executive director of the Policyholder.,,Clause
cl_pol_allianz(agcs)_63eaac4d_06dbbb55,AGCS Financial Lines,,Clause
cl_pol_allianz(agcs)_63eaac4d_7bc4a354,Page 12 of 23,,Clause
cl_pol_allianz(agcs)_63eaac4d_6e2c8942,Directors’ & Officers’ Liability,,Clause
cl_pol_allianz(agcs)_63eaac4d_3eaeda5f,D&O 04-2016,,Clause
cl_pol_allianz(agcs)_63eaac4d_b1b4d6a3,AGCS D&O PROTECT 082015 ---,,Clause
cl_pol_allianz(agcs)_63eaac4d_741fc713,means the amount specified as such in the Schedule. This excess aggregate amount for all Non-executive Directors is in addition to the Limit of Liability.,,Clause
cl_pol_allianz(agcs)_63eaac4d_b9bee6d9,"means Loss in respect of which a Company is not able to indemnify an Insured due to legal or regulatory prohibition under any statutory law, codified law or common law; or in respect of which a Company is unable to indemnify due to insolvency.",,Clause
cl_pol_allianz(agcs)_63eaac4d_1303ad5d,"means any organisation, association, joint venture or company other than:",,Clause
cl_pol_allianz(agcs)_63eaac4d_c6506877,"1. a Company; 2. an organisation, association or company that has a level II or III American Depositary Receipt Programme or is directly listed on an exchange in the United States of America; or 3. a financial institution including any bank, clearing house, depository institution, investment firm, investment advisor, investment manager, investment fund, stock broker, mortgage broker, credit institute, asset manager, private equity or venture capital company, insurance company or similar company, unless added by endorsement to this policy.",,Clause
cl_pol_allianz(agcs)_63eaac4d_40109be0,"means an employee, director, officer, trustee, governor or equivalent of a Company who at the specific request of that Company, holds the position of director, officer, trustee, governor or equivalent of an Outside Entity.",,Clause
cl_pol_allianz(agcs)_63eaac4d_ce4e9a6b,means an Insured who has retired from or ceased to hold such office prior to the expiry date of the Policy Period other than a disqualified individual or where directly related to a Change of Control.,,Clause
cl_pol_allianz(agcs)_63eaac4d_a38cbcdf,"1. schooling cost for dependant non-adults; 2. monthly primary housing mortgage payments or monthly rental cost; 3. utilities cost such as water, gas, electricity, phone and internet services; and 4. personal insurance premiums, including Property, Life and Health policies, to be paid directly by the Insurer to a third party service producer of an Insured, provided that:",,Clause
cl_pol_allianz(agcs)_63eaac4d_02770da2,a) the services were contracted by the Insured prior to the Confiscation Order and are owed by such Insured;,,Clause
cl_pol_allianz(agcs)_63eaac4d_cb7ecee0,b) the expenses are in excess of any personal allowance granted in connection with the Confiscation Order; and,,Clause
cl_pol_allianz(agcs)_63eaac4d_6c48cf1f,"c) the expenses fall due during the period beginning 30 days after the date of the Confiscation Order and ending when the Insured has obtained its discharge or revocation, but in no event shall such period be longer than 12 months.",,Clause
cl_pol_allianz(agcs)_63eaac4d_cf0e7190,"Personal Expenses shall not include remuneration, time, expenses or any other associated benefit or overhead of any Insured and/or any Company.",,Clause
cl_pol_allianz(agcs)_63eaac4d_854bc6ac,AGCS Financial Lines Page 13 of 23 Directors’ & Officers’ Liability D&O 04-2016 AGCS D&O PROTECT 082015 ---,,Clause
cl_pol_allianz(agcs)_63eaac4d_f55fafc3,means the company specified as such in the Schedule.,,Clause
cl_pol_allianz(agcs)_63eaac4d_a711fdc5,means the period of time specified as such in the Schedule.,,Clause
cl_pol_allianz(agcs)_63eaac4d_70e89cc4,means the amount specified as such in the Schedule.,,Clause
cl_pol_allianz(agcs)_63eaac4d_5958cb91,"means any and all Claims, Investigations, Company Crisis Events, Cyber Events, mitigation costs according to Extension 2.4 or any other matter addressed in this policy as a covered matter (whether made or commenced before, during or after the Policy Period) arising out of, based upon, attributable to or in connection with the same originating source or cause.",,Clause
cl_pol_allianz(agcs)_63eaac4d_2ad8da99,"means all reasonable fees, costs and expenses for the professional advice of a Crisis Communication Consultant incurred by an Insured or Company to mitigate the adverse effect of matters described under Extension 2.5 Reputational Crisis Costs on the Insured´s or Company’s reputation.",,Clause
cl_pol_allianz(agcs)_63eaac4d_7f99209a,means the Sarbanes-Oxley Act of 2002 of the United States of America or any re-enactment thereof.,,Clause
cl_pol_allianz(agcs)_63eaac4d_31b43c94,"means any financial or investment instrument issued by a Company which denotes an ownership interest and provides evidence of a debt, a right to share in the earnings of such company, or a right in the distribution of a property.",,Clause
cl_pol_allianz(agcs)_63eaac4d_389e3e2e,"means any written demand, civil or criminal proceedings first made against a Company during the Policy Period alleging a violation by an Insured of any statutory or common laws, rules or regulations regulating Securities, the purchase or sale or offer or solicitation of an offer to purchase or sell Securities, issuance or any registration relating to such Securities, including but not limited to the Hong Kong Securities And Futures Ordinance (Cap 571), the United States Securities Act of 1933 and the United States Securities Exchange Act of 1934:",,Clause
cl_pol_allianz(agcs)_63eaac4d_f9993a86,"1. brought or maintained by any person or entity arising out of, based upon or attributable to the purchase or sale of, or offer or solicitation of an offer to purchase or sell any Securities; or 2. brought or maintained by a holder of Securities with respect to such holder’s interest in Securities; or 3. brought or maintained derivatively on behalf of a Company by a holder of Securities.",,Clause
cl_pol_allianz(agcs)_63eaac4d_72a387ac,"Securities Claims shall also include an administrative or regulatory proceeding against the Company brought by a regulatory or other official body alleging a violation of any such statutory or common laws, rules or regulations regulating Securities but only if, to the extent, and only during the time that such proceeding is also maintained against a natural person Insured.",,Clause
cl_pol_allianz(agcs)_63eaac4d_5ce8e4e9,"Securities Claims shall not include any demand by an employee, director or officer of a Company arising from, based upon or attributable to the loss of, or the failure to receive or obtain, the benefit of any Securities.",,Clause
cl_pol_allianz(agcs)_63eaac4d_e3b45dfa,AGCS Financial Lines Page 14 of 23 Directors’ & Officers’ Liability,,Clause
cl_pol_allianz(agcs)_63eaac4d_263dd1e3,D&O 04-2016 AGCS D&O PROTECT 082015 ---,,Clause
cl_pol_allianz(agcs)_63eaac4d_8bbb0029,"Further, Securities Claims shall not include any settlement or award for damages for any matter alleging that the price or consideration paid or proposed to be paid for an acquisition or partial acquisition, or that the price or consideration received or proposed to be received for a divestment, is inadequate.",,Clause
